[run number],memory-satisfact,[step],coopown-percent,defother-percent,consist-ethno-percent,meetown-percent,coop-percent,last100coopown-percent,last100defother-percent,last100consist-ethno-percent,last100meetown-percent,last100coop-percent,cc-percent,cd-percent,dc-percent,dd-percent
152,40,1000,0.9947437582128776,1.0879120879120878,1.0,0.9435833849969002,0.9386236825790452,0.9983750812459375,1.014187010594196,0.9993796199294172,0.9364695691870096,0.9355682622920116,0.0021841409389058,0.9956729283285828,0.000872282702015866,0.0012706480304955
153,40,1000,0.9976133651551312,1.0263157894736843,0.9994413407821228,0.9363128491620112,0.93463687150838,0.998980813407966,0.9818189745378444,0.9977952205683028,0.93091691114016,0.9321729125377252,0.0201674569311666,0.9780588124384606,0.00033519318999169,0.001438537440381
154,40,1000,0.9932432432432432,1.1235955056179776,1.0,0.9481654047757716,0.94175888177053,0.9974359286688754,1.0177348748456616,0.998480655802104,0.9485329374180392,0.9476201755044744,0.0188446660128582,0.9779339653481528,0.0011237332461588,0.0020976353928299
156,40,1000,0.998069498069498,0.8846153846153846,0.9949061662198392,0.972117962466488,0.9753351206434316,0.9987813410409928,0.7186544342507645,0.9906210329391328,0.9708692456738156,0.979065054230418,0.1939187030825746,0.8041114305489007,0.0005057765000266198,0.0014640898684981
155,40,1000,0.9991896272285252,0.7142857142857143,0.991842105263158,0.9742105263157896,0.9815789473684212,0.9982394866115796,0.9316303531179564,0.9967625140217016,0.9778262752807116,0.9793422850098292,0.0777591363337953,0.91994641874283,0.000855443338483677,0.0014390015848911
157,40,1000,0.9944444444444444,1.0925925925925926,0.9991181657848324,0.9523809523809524,0.9479717813051146,0.9976464639776564,1.035161949226729,0.999132882817784,0.9603785255539432,0.958985357281183,0.0005655569032011884,0.9965930307036072,0.0011311138064023,0.0017102985867891
158,40,1000,0.9994033412887828,0.9642857142857144,0.9985448195576252,0.9755529685681024,0.9764260768335272,0.9963016612584048,1.090519877675841,0.9980265257335446,0.9816928770175624,0.9800357184845956,0.0842997621783395,0.9113312668679688,0.0009486144884162146,0.0034203564652753
159,40,1000,0.9972283813747228,1.0833333333333333,0.9989130434782608,0.9804347826086957,0.9788043478260868,0.9941116482199548,1.25644525326054,0.9990020355083116,0.9813581363790568,0.9765775189415355,0.004240244753368,0.9888425205302992,0.0030661263485588,0.0038511083677741
161,50,1000,0.9978710462287104,1.017391304347826,0.9991472427515634,0.9346219442865265,0.9334849346219444,0.9983277902103088,1.008412547528517,0.9989435924820932,0.9389373236902288,0.9384236310235544,0.0028689504422965,0.9947470883568428,0.0003825267256395369,0.0020014344752211
160,40,1000,0.997470489038786,1.0253164556962024,0.998654467168999,0.957481162540366,0.9564047362755652,0.999223287260146,0.9174155562441896,0.9962301801010198,0.9634129058225294,0.9664344306438172,0.0565877981090361,0.941933836425581,0.0009878169245966413,0.0004905485407860872
162,50,1000,0.998159509202454,1.011764705882353,0.9988338192419826,0.9504373177842566,0.9498542274052478,0.9989621557507692,0.9814992535721904,0.998005862705253,0.9452385957536262,0.9462517226076193,0.0266935246277911,0.97187450754695,0.0005412701349064425,0.0008906976903523738
163,50,1000,1.0,0.9754901960784312,0.9985883681535856,0.9424054206662902,0.9438170525127046,0.9995765864398783,0.9929516840632734,0.9992240115453338,0.9467803637696433,0.9471554725798323,0.0065435627870429,0.992650346144988,0.00016257298849796104,0.0006435180794710958
164,50,1000,0.9975757575757576,1.0636363636363635,0.9997067448680352,0.967741935483871,0.9656891495601172,0.9992327531766968,0.9857696030977736,0.9988344921593107,0.9704184373603968,0.9708393947377464,0.0252399043768581,0.973541103729438,0.00029120361905148886,0.000927788274652418
165,50,1000,1.0,0.9657534246575342,0.9986218302094818,0.9597574421168688,0.9611356119073868,0.99880782361919,1.0051020408163265,0.9990860785152292,0.9557919774097356,0.955566426274071,0.009366217024113,0.9886203555451716,0.0011819437477237,0.0008314836829916919
167,50,1000,1.0,0.9193548387096774,0.9970896391152504,0.9639115250291036,0.9668218859138532,0.9994155357893006,0.9708805300277836,0.9978774386415608,0.9460978855026468,0.9476674865071912,0.0104446798685247,0.9885841958003966,0.0007538097954526934,0.0002173145356260017
166,50,1000,0.9846350832266324,1.037190082644628,0.9884135472370766,0.9281045751633988,0.9254307783719548,0.9959191735034943,0.9848054679284964,0.9953119613926232,0.9453636677007928,0.9461938412041824,0.0678484066161174,0.9275981000006776,0.0027781730463006,0.0017753203369043
168,50,1000,1.0,0.9666666666666668,0.9994949494949495,0.9848484848484848,0.9853535353535352,0.9987307851041096,1.034798534798535,0.9992249272323768,0.9862996130212224,0.9858228596281882,0.0093752284007627,0.988684610937988,0.000551484023574281,0.0013886766376749
169,50,1000,0.9985038898862956,0.9117647058823528,0.9951121334100056,0.960897067280046,0.9643473260494536,0.9966797437374028,0.987125591171834,0.9962625347070836,0.9563321783427796,0.9568943757314304,0.0418670821760043,0.9536684506469753,0.0035769934286294,0.0008874737483910305
170,50,1000,0.9918630751964084,1.4166666666666667,0.998896247240618,0.9834437086092715,0.9765452538631346,0.9974181517253888,1.0622871736662882,0.998688510014004,0.9804165647853824,0.9791967679551872,0.0173429970929074,0.9796503524351876,0.0026216930163407,0.00038495745556396265
171,65,1000,0.998533724340176,1.042857142857143,0.999425287356322,0.9798850574712644,0.9790229885057472,0.9991743208076852,0.9874568830354344,0.9989653359582108,0.9821646290309952,0.982388340175166,0.007936931053326,0.990616961441576,0.0009129803142784792,0.0005331271908195498
174,65,1000,0.9993238674780256,0.9963235294117648,0.9990712074303404,0.9157894736842104,0.9160990712074304,0.999041703988619,1.00192396490688,0.9992689260189532,0.9211653501268005,0.9210136750269982,0.0044741629381975,0.994212385775393,0.000175595091765995,0.0011378561946436
172,65,1000,0.9903225806451612,1.1067415730337078,0.9966442953020134,0.945698596705308,0.9399023794996948,0.998432767267491,0.9855204103440908,0.9977239396961344,0.9451047105062474,0.9458995717721592,0.0289667248023272,0.9687790821918753,0.0017096020349779,0.000544590970819575
173,65,1000,0.9969437652811736,1.0520833333333333,1.0,0.9445727482678984,0.9416859122401848,0.9974325084897964,1.0283849423193685,0.9992530339914172,0.9411831227345504,0.9395136090659651,0.0019220894569576,0.9951843679309436,0.0005204213331112869,0.0023731212789874
